booking_no,created_at,journey_date,account_no,provider_code,travel_product,channel,destination,currency_code,total_booking_amount,service_revenue,supplier_cost,booking_state
ID-BK-0000166,2025-09-19,2025-10-14,ID-CUST-0233,ID-SUP-049,HOTEL,MANUAL,MY,IDR,11580609.53,1545682.94,1258469.96,Confirmed
ID-BK-0000167,2024-11-26,2024-12-23,ID-CUST-0120,ID-SUP-026,GROUND,ONLINE,GB,IDR,3122042.96,447706.44,253427.6,Confirmed
ID-BK-0000168,2026-06-18,2026-06-30,ID-CUST-0080,ID-SUP-058,AIR,MANUAL,GB,IDR,9450859.86,1303371.84,941273.33,Confirmed
ID-BK-0000169,2024-11-06,2024-11-09,ID-CUST-0004,ID-SUP-014,HOTEL,ONLINE,TH,IDR,32833098.09,4705012.1,3660954.03,Confirmed
ID-BK-0000170,2026-03-22,2026-05-15,ID-CUST-0077,ID-SUP-057,AIR,MANUAL,VN,IDR,8312675.3,617545.5,509648.26,Confirmed
ID-BK-0000171,2025-12-05,2025-12-11,ID-CUST-0161,ID-SUP-001,AIR,ONLINE,US,IDR,17450205.92,1655080.9,1060274.11,Confirmed
ID-BK-0000172,2024-11-03,2024-11-12,ID-CUST-0043,ID-SUP-043,OTHER,ONLINE,GB,IDR,12834026.56,1030054.92,674751.71,Confirmed
ID-BK-0000173,2026-04-21,2026-05-01,ID-CUST-0249,ID-SUP-067,AIR,MANUAL,TH,IDR,28350093.42,1713613.05,1065896.61,Confirmed
ID-BK-0000174,2025-02-27,2025-03-15,ID-CUST-0126,ID-SUP-063,AIR,MANUAL,JP,IDR,48394877.06,7363363.26,4995648.17,Confirmed
ID-BK-0000175,2025-09-04,2025-09-25,ID-CUST-0235,ID-SUP-010,AIR,ONLINE,US,IDR,20739495.89,1625420.76,968411.18,Confirmed
ID-BK-0000176,2025-09-29,2025-10-08,ID-CUST-0107,ID-SUP-060,AIR,ONLINE,JP,IDR,9630195.22,715032.08,547323.72,Confirmed
ID-BK-0000177,2025-10-15,2025-10-30,ID-CUST-0189,ID-SUP-067,HOTEL,MANUAL,US,IDR,5972441.0,954081.96,730562.78,Confirmed
ID-BK-0000178,2025-04-05,2025-04-07,ID-CUST-0170,ID-SUP-052,OTHER,MANUAL,ID,IDR,22120717.0,1429940.27,1244032.91,Confirmed
ID-BK-0000179,2025-12-07,2025-12-26,ID-CUST-0244,ID-SUP-039,AIR,ONLINE,JP,IDR,7353125.44,887950.07,682190.37,Confirmed
ID-BK-0000180,2026-08-29,2026-09-18,ID-CUST-0150,ID-SUP-041,HOTEL,MANUAL,ID,IDR,5585352.28,719090.56,409191.89,Confirmed
ID-BK-0000181,2025-08-21,2025-08-24,ID-CUST-0161,ID-SUP-050,AIR,MANUAL,AU,IDR,39632853.16,3154343.89,2423013.42,Confirmed
ID-BK-0000182,2024-11-24,2024-11-29,ID-CUST-0059,ID-SUP-025,HOTEL,ONLINE,TH,IDR,7314724.38,448847.5,394173.66,Confirmed
ID-BK-0000183,2025-09-25,2025-09-29,ID-CUST-0184,ID-SUP-031,AIR,ONLINE,US,IDR,6356997.58,-900301.92,-652084.65,Refunded
ID-BK-0000184,2026-07-07,2026-07-16,ID-CUST-0135,ID-SUP-006,AIR,ONLINE,TH,IDR,21046617.87,2062235.61,1382212.43,Confirmed
ID-BK-0000185,2024-09-01,2024-10-21,ID-CUST-0136,ID-SUP-028,AIR,ONLINE,GB,IDR,11563577.36,1728150.83,1518592.3,Confirmed
ID-BK-0000186,2024-11-23,2024-12-06,ID-CUST-0103,ID-SUP-006,AIR,ONLINE,SG,IDR,13677387.09,826698.68,541864.49,Confirmed
ID-BK-0000187,2025-06-01,2025-06-22,ID-CUST-0201,ID-SUP-051,HOTEL,ONLINE,TH,IDR,21171044.88,0.0,0.0,Cancelled
ID-BK-0000188,2025-06-02,2025-06-10,ID-CUST-0182,ID-SUP-066,HOTEL,MANUAL,ID,IDR,27118149.62,4129920.99,2397735.1,Confirmed
ID-BK-0000189,2024-09-18,2024-09-24,ID-CUST-0236,ID-SUP-057,AIR,ONLINE,MY,IDR,61579408.19,-3843337.09,-3216993.86,Refunded
ID-BK-0000190,2025-08-20,2025-08-23,ID-CUST-0153,ID-SUP-002,AIR,MANUAL,TH,IDR,9029866.11,943997.59,791580.83,Confirmed
ID-BK-0000191,2026-02-21,2026-03-11,ID-CUST-0150,ID-SUP-011,AIR,MANUAL,AU,IDR,8039164.8,891044.35,631272.24,Confirmed
ID-BK-0000192,2025-05-16,2025-06-03,ID-CUST-0163,ID-SUP-045,AIR,MANUAL,JP,IDR,3280737.18,204320.53,124609.63,Confirmed
ID-BK-0000193,2024-12-20,2025-01-08,ID-CUST-0155,ID-SUP-031,AIR,MANUAL,GB,IDR,5984812.67,921093.72,666610.07,Confirmed
ID-BK-0000194,2026-04-06,2026-04-22,ID-CUST-0214,ID-SUP-065,GROUND,MANUAL,SG,IDR,34254527.82,3848929.81,3083383.3,Confirmed
ID-BK-0000195,2026-07-12,2026-07-21,ID-CUST-0084,ID-SUP-066,AIR,ONLINE,US,IDR,11710037.37,1354218.66,835138.99,Confirmed
ID-BK-0000196,2026-08-18,2026-08-27,ID-CUST-0025,ID-SUP-021,AIR,MANUAL,AU,IDR,4523337.51,495518.22,380201.93,Confirmed
ID-BK-0000197,2026-08-10,2026-08-27,ID-CUST-0145,ID-SUP-054,AIR,MANUAL,GB,IDR,9145073.95,1396013.03,979508.32,Confirmed
ID-BK-0000198,2026-03-23,2026-04-03,ID-CUST-0035,ID-SUP-026,AIR,MANUAL,ID,IDR,10536145.39,867951.7,723227.92,Confirmed
ID-BK-0000199,2025-02-03,2025-03-04,ID-CUST-0168,ID-SUP-016,AIR,ONLINE,SG,IDR,15792294.96,2083918.38,1288423.06,Confirmed
ID-BK-0000200,2025-09-04,2025-09-30,ID-CUST-0082,ID-SUP-057,HOTEL,MANUAL,GB,IDR,9788274.12,1437397.81,965082.62,Confirmed
ID-BK-0000201,2024-11-02,2024-11-22,ID-CUST-0021,ID-SUP-038,HOTEL,ONLINE,MY,IDR,9007029.39,0.0,0.0,Cancelled
ID-BK-0000202,2026-05-22,2026-05-27,ID-CUST-0155,ID-SUP-044,AIR,MANUAL,US,IDR,11228194.22,1542445.65,1181968.6,Confirmed
ID-BK-0000203,2026-07-06,2026-07-26,ID-CUST-0104,ID-SUP-069,AIR,ONLINE,TH,IDR,14135536.95,1878899.02,1418074.76,Confirmed
ID-BK-0000204,2026-08-09,2026-09-01,ID-CUST-0247,ID-SUP-025,HOTEL,MANUAL,ID,IDR,25729050.04,3879677.3,2985822.39,Confirmed
ID-BK-0000205,2026-08-16,2026-09-09,ID-CUST-0080,ID-SUP-007,AIR,ONLINE,AU,IDR,68313619.12,5852140.73,4553169.79,Confirmed
ID-BK-0000206,2026-01-14,2026-02-12,ID-CUST-0239,ID-SUP-068,AIR,ONLINE,GB,IDR,43500903.06,5821231.71,4683356.88,Confirmed
ID-BK-0000207,2026-05-11,2026-06-01,ID-CUST-0081,ID-SUP-066,AIR,MANUAL,VN,IDR,20151033.0,1661578.99,1329893.37,Confirmed
ID-BK-0000208,2024-09-02,2024-09-30,ID-CUST-0008,ID-SUP-018,HOTEL,ONLINE,GB,IDR,10345235.19,661085.45,466448.99,Confirmed
ID-BK-0000209,2025-05-03,2025-06-01,ID-CUST-0206,ID-SUP-069,GROUND,ONLINE,GB,IDR,5207256.04,666148.13,380421.78,Confirmed
ID-BK-0000210,2026-01-22,2026-02-24,ID-CUST-0157,ID-SUP-003,HOTEL,MANUAL,AU,IDR,11552390.69,1641578.85,1236447.42,Confirmed
ID-BK-0000211,2025-07-11,2025-08-05,ID-CUST-0244,ID-SUP-039,GROUND,MANUAL,MY,IDR,24312919.62,3622154.26,2615055.67,Confirmed
ID-BK-0000212,2025-04-14,2025-04-25,ID-CUST-0009,ID-SUP-021,AIR,ONLINE,MY,IDR,3707458.13,289233.03,192578.87,Confirmed
ID-BK-0000213,2025-09-27,2025-10-16,ID-CUST-0116,ID-SUP-002,HOTEL,MANUAL,TH,IDR,4829377.89,380661.45,285368.13,Confirmed
ID-BK-0000214,2026-04-13,2026-05-22,ID-CUST-0219,ID-SUP-018,AIR,MANUAL,ID,IDR,27296597.55,1656858.49,1284748.29,Confirmed
ID-BK-0000215,2026-02-26,2026-03-23,ID-CUST-0171,ID-SUP-022,AIR,ONLINE,US,IDR,34503968.49,4690234.05,3399161.01,Confirmed
ID-BK-0000216,2025-12-16,2025-12-26,ID-CUST-0153,ID-SUP-070,HOTEL,MANUAL,TH,IDR,22579384.02,3453096.91,2876063.05,Confirmed
ID-BK-0000217,2025-08-10,2025-09-07,ID-CUST-0163,ID-SUP-005,AIR,MANUAL,GB,IDR,40667012.32,4385995.98,2549023.27,Confirmed
ID-BK-0000218,2024-12-06,2024-12-18,ID-CUST-0103,ID-SUP-013,AIR,MANUAL,AU,IDR,22488294.74,2917142.79,2063548.73,Confirmed
ID-BK-0000219,2025-07-01,2025-08-09,ID-CUST-0103,ID-SUP-036,AIR,MANUAL,SG,IDR,10012187.1,916833.01,688868.69,Confirmed
ID-BK-0000220,2026-04-28,2026-05-07,ID-CUST-0093,ID-SUP-010,GROUND,ONLINE,AU,IDR,3481860.3,523418.26,455012.51,Confirmed
ID-BK-0000221,2025-08-21,2025-08-30,ID-CUST-0230,ID-SUP-056,HOTEL,MANUAL,JP,IDR,10666949.19,1190038.59,1028993.21,Confirmed
ID-BK-0000222,2026-06-10,2026-07-09,ID-CUST-0232,ID-SUP-001,AIR,MANUAL,TH,IDR,23147444.12,3048838.54,2659037.78,Confirmed
ID-BK-0000223,2025-12-12,2026-01-08,ID-CUST-0142,ID-SUP-029,HOTEL,ONLINE,CN,IDR,10498332.74,764436.13,489744.11,Confirmed
ID-BK-0000224,2025-09-29,2025-10-18,ID-CUST-0160,ID-SUP-005,AIR,ONLINE,ID,IDR,5834616.67,920097.52,797968.08,Confirmed
ID-BK-0000225,2026-05-20,2026-06-10,ID-CUST-0023,ID-SUP-056,HOTEL,MANUAL,MY,IDR,11265428.21,1060635.38,661154.19,Confirmed
ID-BK-0000226,2025-01-24,2025-02-06,ID-CUST-0029,ID-SUP-012,HOTEL,MANUAL,SG,IDR,8563059.39,843475.36,653372.71,Confirmed
ID-BK-0000227,2025-08-30,2025-09-24,ID-CUST-0062,ID-SUP-054,OTHER,MANUAL,VN,IDR,1212864.92,190981.66,115317.6,Confirmed
ID-BK-0000228,2025-08-11,2025-08-15,ID-CUST-0023,ID-SUP-061,AIR,MANUAL,CN,IDR,24980477.44,0.0,0.0,Cancelled
ID-BK-0000229,2025-04-07,2025-05-07,ID-CUST-0001,ID-SUP-016,GROUND,MANUAL,TH,IDR,9692130.71,1287759.78,716931.81,Confirmed
ID-BK-0000230,2026-05-06,2026-05-28,ID-CUST-0090,ID-SUP-007,AIR,MANUAL,TH,IDR,6897947.88,746309.14,628392.73,Confirmed
ID-BK-0000231,2026-07-01,2026-07-17,ID-CUST-0254,ID-SUP-026,AIR,MANUAL,VN,IDR,13519331.37,2162550.52,1584740.04,Confirmed
ID-BK-0000232,2024-10-09,2024-10-29,ID-CUST-0079,ID-SUP-016,OTHER,MANUAL,MY,IDR,12222583.74,1952136.45,1086976.47,Confirmed
ID-BK-0000233,2026-02-22,2026-03-09,ID-CUST-0008,ID-SUP-043,AIR,ONLINE,AU,IDR,27449665.03,1981407.31,1278494.33,Confirmed
ID-BK-0000234,2026-02-20,2026-03-12,ID-CUST-0082,ID-SUP-006,HOTEL,MANUAL,VN,IDR,10505827.4,1270256.88,854339.08,Confirmed
ID-BK-0000235,2024-12-29,2025-01-04,ID-CUST-0099,ID-SUP-016,AIR,MANUAL,MY,IDR,21477957.29,3373446.65,2050899.56,Confirmed
ID-BK-0000236,2025-03-05,2025-03-13,ID-CUST-0063,ID-SUP-041,AIR,MANUAL,CN,IDR,14830946.0,986154.49,865502.67,Confirmed
ID-BK-0000237,2024-12-22,2025-01-15,ID-CUST-0117,ID-SUP-020,HOTEL,ONLINE,TH,IDR,68122146.89,7479739.42,5116367.25,Confirmed
ID-BK-0000238,2025-10-27,2025-11-02,ID-CUST-0196,ID-SUP-049,HOTEL,ONLINE,ID,IDR,3271642.87,480373.79,307808.29,Confirmed
ID-BK-0000239,2025-02-14,2025-02-18,ID-CUST-0078,ID-SUP-056,AIR,MANUAL,MY,IDR,8037600.2,1067255.67,712685.45,Confirmed
ID-BK-0000240,2026-02-20,2026-02-25,ID-CUST-0245,ID-SUP-021,HOTEL,MANUAL,CN,IDR,5973118.82,777821.86,453683.26,Confirmed
ID-BK-0000241,2025-08-14,2025-08-25,ID-CUST-0009,ID-SUP-053,GROUND,ONLINE,SG,IDR,16932962.56,2377113.16,2069092.67,Confirmed
ID-BK-0000242,2025-12-30,2026-01-09,ID-CUST-0062,ID-SUP-032,HOTEL,ONLINE,TH,IDR,5038610.01,0.0,0.0,Cancelled
ID-BK-0000243,2025-06-14,2025-07-22,ID-CUST-0238,ID-SUP-047,HOTEL,ONLINE,JP,IDR,5480839.35,623535.15,383403.4,Confirmed
ID-BK-0000244,2026-04-24,2026-05-01,ID-CUST-0101,ID-SUP-041,AIR,MANUAL,SG,IDR,27380004.83,3616634.42,2512764.83,Confirmed
ID-BK-0000245,2024-11-17,2024-12-16,ID-CUST-0208,ID-SUP-037,GROUND,MANUAL,GB,IDR,8201125.19,650594.51,426417.12,Confirmed
ID-BK-0000246,2025-06-04,2025-06-19,ID-CUST-0213,ID-SUP-014,GROUND,MANUAL,VN,IDR,8602381.52,791071.7,453622.12,Confirmed
ID-BK-0000247,2025-01-30,2025-02-12,ID-CUST-0017,ID-SUP-016,AIR,MANUAL,TH,IDR,33896546.5,2769751.38,2086227.33,Confirmed
ID-BK-0000248,2026-02-10,2026-03-04,ID-CUST-0145,ID-SUP-034,HOTEL,ONLINE,AU,IDR,14126215.58,1346379.69,1113088.9,Confirmed
ID-BK-0000249,2026-02-20,2026-02-28,ID-CUST-0003,ID-SUP-021,AIR,ONLINE,US,IDR,6652398.33,783534.83,661457.57,Confirmed
ID-BK-0000250,2026-08-13,2026-10-20,ID-CUST-0114,ID-SUP-047,AIR,MANUAL,CN,IDR,28955502.18,3961281.94,2631494.09,Confirmed
ID-BK-0000251,2025-10-01,2025-10-14,ID-CUST-0048,ID-SUP-020,AIR,ONLINE,US,IDR,24341245.75,1798185.12,1485420.0,Confirmed
ID-BK-0000252,2024-09-08,2024-09-14,ID-CUST-0043,ID-SUP-012,AIR,MANUAL,SG,IDR,3191526.51,337406.05,269247.11,Confirmed
ID-BK-0000253,2025-05-31,2025-07-22,ID-CUST-0137,ID-SUP-028,AIR,ONLINE,VN,IDR,13489543.43,820186.68,601881.81,Confirmed
ID-BK-0000254,2026-06-04,2026-07-14,ID-CUST-0030,ID-SUP-020,AIR,ONLINE,JP,IDR,29265522.18,1777841.09,1108026.11,Confirmed
ID-BK-0000255,2025-06-04,2025-06-30,ID-CUST-0235,ID-SUP-059,HOTEL,MANUAL,ID,IDR,28841906.49,0.0,0.0,Cancelled
ID-BK-0000256,2025-03-13,2025-03-29,ID-CUST-0099,ID-SUP-020,AIR,MANUAL,MY,IDR,7171844.24,735585.39,494853.56,Confirmed
ID-BK-0000257,2024-09-13,2024-09-22,ID-CUST-0211,ID-SUP-035,AIR,ONLINE,ID,IDR,4753022.32,712489.06,501233.53,Confirmed
ID-BK-0000258,2024-10-16,2024-12-06,ID-CUST-0184,ID-SUP-062,AIR,MANUAL,JP,IDR,11862798.55,814618.9,556922.92,Confirmed
ID-BK-0000259,2026-08-17,2026-09-28,ID-CUST-0217,ID-SUP-060,AIR,MANUAL,ID,IDR,10747182.74,1348911.95,1056234.6,Confirmed
ID-BK-0000260,2025-07-25,2025-09-13,ID-CUST-0081,ID-SUP-034,HOTEL,ONLINE,CN,IDR,6023180.11,0.0,0.0,Cancelled
ID-BK-0000261,2025-01-02,2025-01-30,ID-CUST-0005,ID-SUP-059,AIR,MANUAL,SG,IDR,13820064.11,1538848.12,1323412.07,Confirmed
ID-BK-0000262,2026-02-05,2026-02-22,ID-CUST-0137,ID-SUP-003,HOTEL,ONLINE,CN,IDR,35161171.73,5191955.45,3715383.81,Confirmed
ID-BK-0000263,2024-10-22,2024-11-14,ID-CUST-0192,ID-SUP-042,HOTEL,MANUAL,VN,IDR,11102859.76,1743172.82,1353752.28,Confirmed
ID-BK-0000264,2025-04-17,2025-04-20,ID-CUST-0090,ID-SUP-017,AIR,ONLINE,ID,IDR,5696117.58,776971.49,625757.42,Confirmed
ID-BK-0000265,2025-10-11,2025-11-07,ID-CUST-0041,ID-SUP-043,HOTEL,ONLINE,JP,IDR,11068010.85,1367677.69,945883.43,Confirmed
ID-BK-0000266,2026-07-08,2026-08-11,ID-CUST-0246,ID-SUP-002,AIR,MANUAL,CN,IDR,6549169.41,710843.37,448493.24,Confirmed
ID-BK-0000267,2026-08-25,2026-09-07,ID-CUST-0208,ID-SUP-028,HOTEL,ONLINE,TH,IDR,14236621.29,1067156.42,615400.32,Confirmed
ID-BK-0000268,2025-06-15,2025-06-24,ID-CUST-0164,ID-SUP-008,HOTEL,ONLINE,ID,IDR,15565915.35,1150735.53,947741.66,Confirmed
ID-BK-0000269,2025-11-28,2025-12-23,ID-CUST-0027,ID-SUP-038,HOTEL,MANUAL,VN,IDR,9820009.12,787673.89,620031.28,Confirmed
ID-BK-0000270,2024-09-01,2024-09-21,ID-CUST-0129,ID-SUP-055,AIR,ONLINE,JP,IDR,11545286.17,1460862.2,931345.64,Confirmed
ID-BK-0000271,2026-06-20,2026-08-01,ID-CUST-0138,ID-SUP-049,GROUND,MANUAL,SG,IDR,9663609.0,1277595.24,1020591.29,Confirmed
ID-BK-0000272,2025-07-24,2025-08-01,ID-CUST-0174,ID-SUP-069,AIR,MANUAL,ID,IDR,3721392.5,580692.42,395488.15,Confirmed
ID-BK-0000273,2025-01-14,2025-01-18,ID-CUST-0251,ID-SUP-033,AIR,ONLINE,US,IDR,9416757.98,1160603.99,887524.2,Confirmed
ID-BK-0000274,2025-07-21,2025-08-25,ID-CUST-0234,ID-SUP-039,AIR,ONLINE,VN,IDR,64959757.89,5194197.25,3049707.17,Confirmed
ID-BK-0000275,2025-09-13,2025-09-28,ID-CUST-0122,ID-SUP-021,AIR,ONLINE,GB,IDR,3479072.23,480573.35,362439.63,Confirmed
ID-BK-0000276,2026-07-26,2026-09-15,ID-CUST-0215,ID-SUP-038,AIR,ONLINE,TH,IDR,73265252.1,9705051.04,7358868.98,Confirmed
ID-BK-0000277,2025-06-02,2025-07-17,ID-CUST-0095,ID-SUP-059,AIR,MANUAL,ID,IDR,18993834.21,1694259.32,954065.18,Confirmed
ID-BK-0000278,2024-09-14,2024-09-29,ID-CUST-0232,ID-SUP-009,HOTEL,ONLINE,GB,IDR,19423158.18,3020274.88,1872735.49,Confirmed
ID-BK-0000279,2026-02-20,2026-03-05,ID-CUST-0034,ID-SUP-006,HOTEL,MANUAL,GB,IDR,20009367.51,1323226.95,1091948.41,Confirmed
ID-BK-0000280,2024-09-26,2024-10-19,ID-CUST-0224,ID-SUP-031,HOTEL,MANUAL,GB,IDR,9978214.61,861488.48,573891.05,Confirmed
ID-BK-0000281,2025-02-15,2025-03-06,ID-CUST-0013,ID-SUP-041,HOTEL,MANUAL,MY,IDR,11856923.42,1499431.99,838376.59,Confirmed
ID-BK-0000282,2025-06-04,2025-06-20,ID-CUST-0166,ID-SUP-048,HOTEL,MANUAL,JP,IDR,23107429.97,1624230.48,1078847.57,Confirmed
ID-BK-0000283,2024-12-31,2025-01-23,ID-CUST-0155,ID-SUP-026,HOTEL,MANUAL,CN,IDR,16140448.62,2462795.44,1842704.98,Confirmed
ID-BK-0000284,2025-10-24,2025-12-09,ID-CUST-0055,ID-SUP-032,AIR,ONLINE,ID,IDR,14560237.79,2115513.51,1850814.85,Confirmed
ID-BK-0000285,2025-12-30,2026-01-07,ID-CUST-0212,ID-SUP-019,AIR,MANUAL,TH,IDR,24848704.79,1689997.63,1091578.77,Confirmed
ID-BK-0000286,2024-09-06,2024-09-21,ID-CUST-0231,ID-SUP-020,AIR,ONLINE,JP,IDR,8545963.72,947045.34,737901.74,Confirmed
ID-BK-0000287,2025-08-15,2025-08-19,ID-CUST-0254,ID-SUP-053,AIR,MANUAL,AU,IDR,27877100.73,2652472.09,1757228.75,Confirmed
ID-BK-0000288,2025-11-08,2025-11-23,ID-CUST-0099,ID-SUP-054,AIR,MANUAL,TH,IDR,9156527.17,698943.41,607600.36,Confirmed
ID-BK-0000289,2026-04-11,2026-05-22,ID-CUST-0248,ID-SUP-032,AIR,MANUAL,US,IDR,8525849.56,809438.96,688941.27,Confirmed
ID-BK-0000290,2026-06-22,2026-08-15,ID-CUST-0188,ID-SUP-025,HOTEL,MANUAL,SG,IDR,9877930.67,1200747.73,665256.26,Confirmed
ID-BK-0000291,2025-11-15,2026-01-26,ID-CUST-0114,ID-SUP-036,AIR,MANUAL,GB,IDR,7008103.96,1105701.65,802725.94,Confirmed
ID-BK-0000292,2026-06-16,2026-06-23,ID-CUST-0239,ID-SUP-044,AIR,ONLINE,JP,IDR,4611324.54,691207.46,506162.48,Confirmed
ID-BK-0000293,2025-03-14,2025-03-21,ID-CUST-0056,ID-SUP-065,AIR,MANUAL,TH,IDR,12412742.25,1714543.28,1468389.18,Confirmed
ID-BK-0000294,2024-09-07,2024-10-14,ID-CUST-0084,ID-SUP-062,AIR,ONLINE,GB,IDR,52344534.93,7364308.49,6418636.82,Confirmed
ID-BK-0000295,2026-02-10,2026-02-15,ID-CUST-0201,ID-SUP-065,OTHER,ONLINE,VN,IDR,12711899.38,1822805.51,1271543.01,Confirmed
ID-BK-0000296,2025-12-14,2025-12-27,ID-CUST-0253,ID-SUP-056,OTHER,ONLINE,ID,IDR,5334401.63,746455.06,498573.83,Confirmed
ID-BK-0000297,2025-06-10,2025-07-03,ID-CUST-0125,ID-SUP-033,HOTEL,ONLINE,SG,IDR,21180823.32,1826584.39,1444554.53,Confirmed
ID-BK-0000298,2024-11-12,2024-12-09,ID-CUST-0063,ID-SUP-020,GROUND,MANUAL,VN,IDR,20326063.61,2154768.67,1189279.67,Confirmed
ID-BK-0000299,2025-01-05,2025-01-15,ID-CUST-0043,ID-SUP-068,HOTEL,MANUAL,VN,IDR,4859882.49,547269.16,398420.43,Confirmed
ID-BK-0000300,2024-09-17,2024-10-07,ID-CUST-0144,ID-SUP-066,AIR,MANUAL,US,IDR,33023519.88,3601184.43,2605289.04,Confirmed
ID-BK-0000301,2024-09-19,2024-09-24,ID-CUST-0223,ID-SUP-054,AIR,ONLINE,MY,IDR,20292317.6,1958160.2,1152677.92,Confirmed
ID-BK-0000302,2024-09-04,2024-09-29,ID-CUST-0102,ID-SUP-024,OTHER,MANUAL,AU,IDR,14015108.07,1409990.09,853217.2,Confirmed
ID-BK-0000303,2025-08-18,2025-09-14,ID-CUST-0026,ID-SUP-002,AIR,MANUAL,SG,IDR,54171696.12,6593241.05,5646744.21,Confirmed
ID-BK-0000304,2025-06-06,2025-07-04,ID-CUST-0088,ID-SUP-014,AIR,ONLINE,SG,IDR,34631268.53,2124994.25,1209730.57,Confirmed
ID-BK-0000305,2025-12-22,2026-01-17,ID-CUST-0068,ID-SUP-060,AIR,ONLINE,US,IDR,11632480.96,1038010.43,643299.9,Confirmed
ID-BK-0000306,2026-06-07,2026-07-31,ID-CUST-0175,ID-SUP-066,AIR,ONLINE,CN,IDR,30828114.44,4599550.08,2854730.67,Confirmed
ID-BK-0000307,2025-02-25,2025-03-30,ID-CUST-0017,ID-SUP-002,AIR,MANUAL,GB,IDR,6297010.51,562647.69,393965.38,Confirmed
ID-BK-0000308,2026-01-06,2026-01-23,ID-CUST-0199,ID-SUP-044,AIR,MANUAL,TH,IDR,14846606.19,1844144.72,1051181.92,Confirmed
ID-BK-0000309,2025-10-19,2025-11-21,ID-CUST-0032,ID-SUP-029,AIR,MANUAL,ID,IDR,6667791.83,1031700.56,731203.97,Confirmed
ID-BK-0000310,2025-01-06,2025-01-16,ID-CUST-0019,ID-SUP-062,AIR,MANUAL,VN,IDR,44091986.06,3324377.29,2267975.28,Confirmed
ID-BK-0000311,2026-04-01,2026-04-16,ID-CUST-0119,ID-SUP-017,AIR,ONLINE,AU,IDR,7108745.17,1091375.06,656780.74,Confirmed
ID-BK-0000312,2025-05-27,2025-06-13,ID-CUST-0160,ID-SUP-048,AIR,MANUAL,TH,IDR,7049751.0,722141.87,399806.78,Confirmed
ID-BK-0000313,2025-08-25,2025-09-14,ID-CUST-0055,ID-SUP-068,HOTEL,ONLINE,AU,IDR,13337765.54,1856632.66,1552858.81,Confirmed
ID-BK-0000314,2025-09-11,2025-10-16,ID-CUST-0094,ID-SUP-065,OTHER,ONLINE,CN,IDR,3313287.92,419272.23,318832.9,Confirmed
ID-BK-0000315,2026-03-28,2026-04-08,ID-CUST-0122,ID-SUP-024,HOTEL,ONLINE,AU,IDR,6395076.98,758530.11,465004.95,Confirmed
ID-BK-0000316,2026-08-04,2026-08-12,ID-CUST-0256,ID-SUP-028,AIR,MANUAL,MY,IDR,6564682.73,597874.52,478603.89,Confirmed
ID-BK-0000317,2026-08-13,2026-08-28,ID-CUST-0021,ID-SUP-058,HOTEL,ONLINE,AU,IDR,4164597.14,410517.5,295971.08,Confirmed
ID-BK-0000318,2025-09-14,2025-11-05,ID-CUST-0204,ID-SUP-027,AIR,MANUAL,GB,IDR,26352386.03,3005250.86,2174973.11,Confirmed
ID-BK-0000319,2025-08-06,2025-08-17,ID-CUST-0237,ID-SUP-070,HOTEL,ONLINE,SG,IDR,21293784.45,1741710.75,1089700.85,Confirmed
ID-BK-0000320,2026-05-25,2026-06-13,ID-CUST-0203,ID-SUP-030,HOTEL,ONLINE,US,IDR,32551962.12,4945729.52,3230038.43,Confirmed
ID-BK-0000321,2025-01-18,2025-02-18,ID-CUST-0093,ID-SUP-037,AIR,ONLINE,MY,IDR,7631254.84,475071.96,265688.11,Confirmed
ID-BK-0000322,2025-05-06,2025-05-13,ID-CUST-0125,ID-SUP-023,HOTEL,MANUAL,GB,IDR,12621814.63,769174.34,440379.59,Confirmed
ID-BK-0000323,2025-06-04,2025-06-29,ID-CUST-0107,ID-SUP-001,OTHER,MANUAL,US,IDR,21378156.68,3078512.9,2444793.45,Confirmed
ID-BK-0000324,2026-04-28,2026-05-16,ID-CUST-0120,ID-SUP-059,GROUND,MANUAL,CN,IDR,16459216.66,1985210.34,1728192.24,Confirmed
ID-BK-0000325,2025-03-04,2025-03-20,ID-CUST-0013,ID-SUP-010,AIR,MANUAL,VN,IDR,33872300.22,2368873.02,1772542.79,Confirmed
ID-BK-0000326,2026-08-30,2026-09-26,ID-CUST-0113,ID-SUP-031,AIR,MANUAL,TH,IDR,8816438.19,880322.36,731554.06,Confirmed
ID-BK-0000327,2024-10-05,2024-10-18,ID-CUST-0052,ID-SUP-032,HOTEL,MANUAL,JP,IDR,38358277.35,0.0,0.0,Cancelled
ID-BK-0000328,2024-10-15,2024-11-11,ID-CUST-0095,ID-SUP-050,OTHER,ONLINE,US,IDR,8847519.17,912444.15,587295.62,Confirmed
ID-BK-0000329,2024-12-08,2025-01-01,ID-CUST-0170,ID-SUP-051,AIR,ONLINE,CN,IDR,8569283.3,-679239.91,-452767.45,Refunded
ID-BK-0000330,2024-10-02,2024-10-20,ID-CUST-0130,ID-SUP-009,HOTEL,MANUAL,VN,IDR,5069734.02,664895.48,562954.91,Confirmed
ID-BK-0000331,2026-01-22,2026-02-02,ID-CUST-0239,ID-SUP-044,AIR,ONLINE,MY,IDR,18149045.54,2142984.66,1631613.61,Confirmed
